society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
central park flower valley,flat,sector 33 road,1.55,11923.0,3,3,3+,7.0,New Property,1487.9456715100002,0,0,0,0,0,1,28
dlf express greens,flat,manesar,1.2,6505.0,3,4,2,5.0,Relatively New,1636.93651417,0,1,0,0,1,0,43
smart world one dxp,flat,sector 113,3.45,13269.0,4,4,3,11.0,Under Construction,2313.3031433700003,1,1,0,0,0,0,156
godrej summit,flat,sector 104,0.85,5878.0,2,2,3+,10.0,Relatively New,1269.0,1,0,0,0,0,0,79
ansal housing highland park,flat,sector 103,0.8,5878.0,2,2,3,3.0,New Property,1089.0,0,0,0,0,0,0,174
independent,house,sector 11,0.9,10000.0,7,4,3+,4.0,Moderately Old,900.0,0,0,0,0,0,0,7
ss the leaf,flat,sector 85,2.13,7574.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
emaar mgf the palm drive,flat,sector 66,2.99,14950.0,3,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,1,49
spaze privy at,flat,sector 84,1.35,9642.0,3,3,3,7.0,Relatively New,1750.0,0,0,0,0,0,0,90
valley view estate,flat,gwal pahari,1.5,7489.0,4,4,3+,10.0,Moderately Old,1850.0,0,0,0,0,0,0,58
emaar gurgaon greens,flat,sector 102,1.6,9696.0,3,3,3,8.0,Relatively New,1336.1578287487,0,0,0,0,0,0,46
international city by sobha phase 2,house,sector 109,7.0,12963.0,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,0,154
parkwood westend,flat,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,1189.01159417,1,0,0,0,0,0,0
vatika the seven lamps,flat,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,1148.6983513700002,0,0,0,0,0,1,117
central park flower valley,flat,sector 33 road,1.4,21538.0,3,3,3,2.0,Under Construction,566.39595537,0,0,0,0,0,0,54
independent,house,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,0,9
trisara our homes 3,flat,sohna road road,0.38,6312.0,2,2,2,1.0,Relatively New,602.0,0,0,0,0,0,0,0
vatika city,flat,sector 49,1.98,9074.0,3,4,3,9.0,Moderately Old,1750.75,0,1,0,0,0,1,101
pareena coban residences,flat,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,0,174
vatika the seven lamps,flat,sector 82,0.94,6567.0,2,2,2,12.0,Relatively New,1269.63807977,1,0,0,0,0,1,103
bestech park view ananda,flat,sector 81,1.15,6927.0,3,2,3+,6.0,Relatively New,1470.5601953700002,1,0,0,0,0,1,104
breez global hill view,flat,sohna road road,0.3,5124.0,2,2,1,11.0,New Property,772.2201629934588,0,0,0,0,0,0,91
sare green parc phase 3,flat,sector 92,0.95,4856.0,4,3,3,4.0,Moderately Old,1736.3758464100001,0,0,0,0,0,0,67
sidhartha ncr one phase,flat,sector 95,0.46,4646.0,2,2,0,6.0,New Property,990.0,0,0,0,0,0,0,0
vatika the seven lamps,flat,sector 82,0.94,6533.0,2,2,3+,9.0,Relatively New,1269.63807977,1,0,0,0,0,1,117
mahindra luminare,flat,sector 59,5.8,19173.0,3,4,3,16.0,New Property,3215.7798982600007,0,1,0,0,0,1,49
ss the leaf,flat,sector 85,1.85,7682.0,3,4,3,2.0,Relatively New,2141.29997409,1,1,0,0,0,1,49
la vida by tata housing,flat,sector 113,1.75,10489.0,2,2,3,10.0,Relatively New,1393.2653576900002,1,0,0,0,0,0,93
independent,house,sector 3,3.5,9210.0,1,1,0,1.0,Moderately Old,3800.0,0,0,0,0,0,0,0
sapphire eighty three,flat,sector 83,0.4,8547.0,1,1,1,6.0,Relatively New,654.57867055,0,0,0,0,0,2,52
vatika india next,flat,sector 82,0.8,6426.0,2,2,3,9.0,Relatively New,1432.8553048600002,0,0,0,0,0,0,0
ansal sushant residency,house,sector 57,4.6,17037.0,6,6,3,3.0,Old Property,2700.0,1,1,1,0,0,2,102
experion the heartsong,flat,sector 108,1.7,8487.0,3,4,3+,14.0,Relatively New,1500.29,0,1,0,0,0,0,119
sector 57 huda,house,sector 57,3.8,26063.0,8,8,3+,4.0,Relatively New,1458.0,0,0,1,0,0,1,94
m3m skywalk,flat,sector 74,1.47,10954.0,2,2,3,26.0,New Property,1251.72108297,0,0,0,0,0,1,31
dlf new town heights,flat,sector 86,1.3,6735.0,3,3,3,12.0,Moderately Old,1713.0837505700001,0,1,0,0,0,1,165
signature global city 63a,house,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,0,0
umang monsoon breeze,flat,sector 78,0.7,5719.0,2,2,2,5.0,Moderately Old,1224.0,0,0,0,0,0,0,0
tulip violet,flat,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,1748.91774417,0,0,0,0,0,0,86
m3m skywalk,flat,sector 74,2.7,13379.0,3,3,3,13.0,New Property,2018.0,0,0,1,0,0,0,92
pareena coban residences,flat,sector 99a,1.3,6510.0,3,3,0,16.0,New Property,1997.0,0,0,0,0,0,0,0
breez global heights,flat,sohna road road,0.21,5329.0,1,1,1,2.0,Relatively New,580.45708633,0,0,0,0,0,0,21
vipul tatvam villa,house,sector 48,8.5,26235.0,4,4,1,2.0,Relatively New,3240.0,0,0,0,0,0,0,21
ramsons kshitij,flat,sector 95,0.33,3911.0,2,2,1,14.0,New Property,671.21038665,0,0,0,0,1,1,79
signature the serenas,flat,sohna road road,0.42,7909.0,2,2,1,12.0,New Property,717.68218144,0,0,0,0,0,0,54
m3m woodshire,flat,sector 107,0.88,6442.0,2,2,3+,3.0,Relatively New,1207.8244408100002,0,0,0,0,0,0,99
smart world gems,flat,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,1294.6285667200002,1,0,0,0,0,0,38
independent,house,sector 41,11.0,33951.0,4,4,2,3.0,New Property,3240.0,1,1,0,0,0,0,35
imperia aashiyara,flat,sector 37c,0.4,5882.0,2,2,3,3.0,Under Construction,866.9269929100001,0,0,0,0,0,0,126
conscient heritage max,flat,sector 102,3.0,10489.0,4,4,3+,7.0,Relatively New,3050.50879831,0,0,0,0,1,1,65
ireo skyon,flat,sector 60,2.82,12818.0,3,3,3,2.0,Relatively New,2400.0,0,1,0,0,0,1,174
aardhya homesh,flat,sector 67a,1.85,8043.0,4,4,0,4.0,New Property,2489.5887015100006,0,0,0,0,0,0,0
dlf floors phase 3,house,sector 24,3.51,12342.0,4,4,3,4.0,Under Construction,2844.0,1,1,1,0,0,1,160
m3m merlin,flat,sector 67,2.9,14167.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,49
ramprastha primera,flat,sector 37d,1.02,6000.0,3,2,3,22.0,Under Construction,1507.03828737,0,0,0,0,0,0,43
ss the leaf,flat,sector 85,1.17,7001.0,2,2,3,11.0,Relatively New,1660.0,0,0,0,0,0,0,49
umang winter hills,flat,sector 77,1.0,7500.0,2,2,2,3.0,New Property,1528.01139271,0,0,0,0,0,0,74
apex our homes,flat,sector 37c,0.33,3567.0,2,2,1,3.0,Relatively New,850.0,0,0,0,0,0,1,158
independent,house,sector 108,1.7,5666.0,4,4,3+,1.0,Relatively New,3000.0,0,0,0,0,0,0,0
ardee city,flat,sector 52,1.5,9146.0,4,4,3,3.0,Old Property,1453.2872969700002,0,0,0,0,0,0,65
dlf the ultima,flat,sector 81,2.4,11412.0,3,4,3+,19.0,Relatively New,1868.06577289,0,1,0,0,0,2,174
independent,house,sector 40,2.1,23333.0,3,3,2,3.0,Moderately Old,900.0,0,0,0,0,1,1,35
dlf the belaire,flat,sector 54,10.0,24558.0,4,5,3+,17.0,Moderately Old,3000.0,0,1,0,0,0,2,167
dhoot time residency,flat,sector 63,3.0,18271.0,3,3,3+,14.0,Relatively New,1642.0,0,1,0,0,0,1,0
dlf regal gardens,flat,sector 90,1.26,7636.0,3,3,2,12.0,Relatively New,1650.0,0,0,0,0,1,0,8
essel towers,flat,sector 14,2.2,12500.0,3,4,3+,3.0,Old Property,1948.7014653100002,0,0,0,0,0,0,0
mapsko mount ville,flat,sector 79,1.85,9641.0,3,4,3,21.0,New Property,1610.06101897,0,1,0,0,0,0,49
dlf beverly park,flat,sector 25,8.0,15384.0,5,5,3+,2.0,Old Property,5394.353488510001,1,1,0,0,1,2,26
m3m capital,flat,sector 113,1.83,13969.0,2,2,0,7.0,New Property,1310.0,0,0,0,0,0,0,68
ss aaron ville,house,sector 49,6.75,19737.0,5,4,2,2.0,Old Property,3420.0,1,1,1,0,0,0,78
pyramid urban homes 2,flat,sector 86,0.5,9615.0,2,2,1,10.0,Relatively New,706.66410811,0,0,0,0,0,0,15
orchid petals,flat,sector 110,2.09,11578.0,3,3,3,0.0,Relatively New,1601.10252057,0,0,0,0,0,0,49
international city by sobha phase 2,house,sector 109,11.25,25000.0,7,5,3+,4.0,Relatively New,4500.0,1,1,0,0,0,0,42
tata primanti,flat,sector 72,3.4,15560.0,3,4,3+,9.0,Moderately Old,2185.0,0,1,0,0,0,0,38
bhim garh kheri,house,sector 3,1.5,7576.0,7,2,0,1.0,Moderately Old,1980.0,0,0,0,0,0,0,0
indiabulls enigma,flat,sector 110,3.3,9850.0,4,5,3,7.0,Relatively New,2985.19052337,0,1,0,0,0,0,101
green court,flat,sector 90,0.47,6811.0,2,2,1,0.0,New Property,876.9434232100001,0,0,0,0,0,0,49
godrej nature plus,flat,sector 33 road,1.35,8231.0,3,2,3+,7.0,Under Construction,1453.2872969700002,0,0,0,0,0,0,49
shree vardhman victoria,flat,sector 70,1.65,8461.0,3,4,3,1.0,Relatively New,1592.946099445,0,1,0,0,0,2,167
shree vardhman victoria,flat,sector 70,1.66,14254.0,3,5,3,8.0,Relatively New,1539.8590188550002,0,1,0,0,0,0,108
apartment,flat,sector 92,0.75,4687.0,3,4,3,2.0,Moderately Old,1788.43858051,1,0,0,0,0,0,113
tulip violet,flat,sector 69,1.7,10773.0,3,3,2,0.0,Relatively New,1397.7446068900001,0,0,0,0,0,0,49
dlf regency park,flat,sector 28,2.35,13224.0,3,4,3,8.0,Old Property,1700.0,0,1,0,0,0,1,109
experion windchants,flat,sector 112,3.4,12134.0,3,3,2,14.0,Relatively New,2225.56,0,0,0,0,0,1,159
paras dews,flat,sector 106,1.17,6647.0,3,4,3+,12.0,Relatively New,1186.0,0,1,0,0,0,0,49
the close north,flat,sector 50,2.92,11209.0,3,3,3,10.0,Moderately Old,2600.0,0,1,0,0,0,1,174
independent,house,sector 17,0.32,5664.0,5,1,0,1.0,Moderately Old,565.0,0,0,0,0,0,0,0
ireo the corridors,flat,sector 67a,2.0,11428.0,3,3,3,12.0,New Property,1551.83077937,1,0,0,0,0,0,38
bptp astaire gardens,flat,sector 70a,1.6,8658.0,4,4,3,1.0,Relatively New,1600.0,1,0,0,0,1,0,42
m3m golfestate,flat,sector 65,6.1,18138.0,3,3,3,19.0,Moderately Old,2948.5494575499997,1,1,0,0,0,1,174
dlf carlton estate,flat,sector 43,2.0,14214.0,3,3,2,5.0,Moderately Old,1244.5542842500001,0,0,0,0,0,0,65
shapoorji pallonji joyville gurugram,flat,sector 102,2.0,17729.0,3,3,3+,1.0,Relatively New,1456.0,0,0,1,0,0,0,139
dlf the ultima,flat,sector 81,2.12,10080.0,3,3,3+,9.0,Relatively New,1650.0,1,1,0,0,1,2,49
signature global rosellia,flat,sector 95,0.45,8754.0,2,2,2,14.0,New Property,700.6542499300001,0,0,0,0,0,0,24
shree vardhman victoria,flat,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,1539.8590188550002,0,1,0,0,0,0,108
dlf new town heights,flat,sector 90,1.15,5958.0,3,3,3+,9.0,Relatively New,1713.0837505700001,0,1,0,0,0,0,88
international city by sobha phase 1,house,sector 109,12.0,20000.0,5,6,3,2.0,Relatively New,7000.0,1,1,0,0,0,1,154
smart world gems,flat,sector 89,1.2,8432.0,3,3,2,3.0,New Property,1423.0,1,0,0,0,1,0,37
sidhartha ncr one,flat,sector 95,0.56,4106.0,2,2,2,10.0,New Property,1364.0,0,0,0,0,0,0,0
godrej,flat,sector 79,1.91,8511.0,3,4,3+,7.0,Relatively New,1994.38060033,0,1,0,0,0,0,158
hero homes,flat,sector 104,1.2,17548.0,2,2,2,22.0,Under Construction,919.69790962245,0,0,0,0,0,0,30
vipul lavanya,flat,sector 81,0.75,5966.0,2,2,2,7.0,Moderately Old,1444.8750212200002,0,0,0,0,0,0,37
corona optus,flat,sector 37c,1.27,7231.0,3,3,3,2.0,Relatively New,1563.47682729,0,0,0,0,1,0,49
dlf regal gardens,flat,sector 90,2.05,9000.0,4,4,3+,5.0,Relatively New,1968.4009549700002,0,0,0,0,0,1,49
breez global hill view,flat,sohna road road,0.32,5470.0,2,2,1,17.0,New Property,1000.0,0,0,0,0,0,0,49
dlf city plots phase 3,house,sector 24,1.6,3292.0,8,5,3+,4.0,Old Property,540.0,0,0,0,0,0,0,8
independent,house,sector 24,2.6,24074.0,4,4,3+,4.0,Relatively New,1080.0,1,0,1,0,0,2,0
godrej nature plus,flat,sector 33 road,1.9,9849.0,3,3,3+,14.0,New Property,2117.97913738,0,1,0,0,0,0,96
tulip violet,flat,sector 69,1.7,8457.0,4,4,2,1.0,Relatively New,1784.75173777,0,0,0,0,0,0,126
sidhartha ncr greens,flat,sector 95,0.56,5656.0,2,2,3,13.0,New Property,870.98490097,0,0,0,0,0,0,8
ireo skyon,flat,sector 60,3.75,13392.0,4,5,3,15.0,Relatively New,2492.47311137,0,1,0,0,0,0,167
rof aalayas,flat,sector 102,0.45,8404.0,2,2,1,14.0,Relatively New,620.502662311,0,0,0,0,0,2,57
independent,house,sector 43,6.5,35403.0,5,4,3+,3.0,Moderately Old,1836.0,0,1,0,0,0,1,54
independent,house,sector 50,11.58,35741.0,5,5,3,2.0,Moderately Old,3240.0,0,1,0,0,0,0,20
railway officers rpf society,flat,sector 9a,1.25,6921.0,4,3,3,1.0,Old Property,1994.7770446900001,0,1,0,0,0,1,12
central park flower valley aqua front towers,flat,sector 33 road,1.7,9449.0,3,3,3+,5.0,New Property,1687.0747858700001,0,0,0,0,0,1,44
godrej nature plus,flat,sector 33 road,1.7,12592.0,3,3,3+,6.0,New Property,1538.0278230100002,0,1,0,0,0,0,38
maruti vihar,flat,sector 28,1.0,9090.0,1,1,1,1.0,Old Property,969.52838337,1,0,0,0,0,1,80
experion the heartsong,flat,sector 108,2.29,8240.0,4,5,3+,8.0,Relatively New,2779.0,0,1,0,0,0,0,95
shree kirpalu gi sector 52,flat,sector 52,1.45,7631.0,3,3,3+,7.0,Relatively New,1800.0,0,0,0,0,1,1,108
nul,house,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1800.0,0,1,0,0,0,1,112
puri emerald bay,flat,sector 104,2.49,10163.0,3,3,3+,14.0,Relatively New,2178.92566737,0,1,0,0,0,1,129
indiabulls centrum park,flat,sector 103,1.15,8679.0,2,2,3,10.0,Relatively New,1111.6627754150002,1,0,0,0,0,1,174
corona optus,flat,sector 37c,1.27,7203.0,3,3,3,2.0,Relatively New,1580.8016160500001,1,0,0,0,1,0,49
independent,house,sector 26,15.0,33333.0,4,4,3,3.0,Moderately Old,4500.0,0,1,1,0,0,1,36
ansals highland park,flat,dwarka expressway,1.2,6185.0,3,3,3+,4.0,Under Construction,1940.0,0,1,0,0,0,0,0
central park resort belgravia residences,flat,sector 48,6.25,24300.0,3,5,3+,5.0,Moderately Old,3070.5416589100005,0,1,0,0,0,1,49
mapsko mount ville,flat,sector 79,1.25,7716.0,3,3,2,1.0,Relatively New,1242.3883101427,1,0,0,0,0,1,166
ireo skyon,flat,sector 60,3.75,13392.0,4,4,3,12.0,Relatively New,2650.0,0,1,0,0,0,1,49
surendra avenue 69,flat,sector 69,0.75,6818.0,2,2,2,4.0,Moderately Old,1100.0,0,0,0,0,0,0,0
emaar emerald hills,flat,sector 65,1.95,13928.0,3,3,3+,1.0,New Property,1588.1099745100003,0,0,1,0,0,1,117
ireo victory valley,flat,sector 67,4.75,13929.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,0,0,1,165
ambience creacions,flat,sector 22,2.55,13709.0,3,3,3,8.0,Relatively New,1860.0,0,0,0,0,1,1,125
orchid petals,flat,sector 49,2.45,11887.0,3,3,3,0.0,Relatively New,1830.44007961,1,0,0,0,0,0,49
independent,house,sector 27,8.0,26298.0,9,9,3,4.0,Relatively New,3042.0,1,1,1,0,0,2,110
m3m merlin,flat,sector 67,2.98,14557.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,49
bptp terra,flat,sector 37d,1.95,14444.0,4,3,3,7.0,Under Construction,1650.0,0,0,0,0,0,0,53
ireo the grand arch,flat,sector 58,3.83,21577.0,3,4,2,10.0,Relatively New,2000.0,1,1,0,0,0,1,174
pareena coban residences,flat,sector 99a,1.32,6609.0,3,5,3,11.0,New Property,1730.68998368,0,1,0,0,0,0,88
ansal heights 86,flat,sector 86,0.95,5621.0,3,2,1,6.0,New Property,1878.5864532100002,0,0,0,0,0,0,15
dlf city plots,house,sector 26,19.0,42054.0,6,6,3,2.0,Relatively New,4518.0,1,1,0,0,0,1,121
spaze privy,house,sector 72,3.1,8486.0,5,5,3+,21.0,Relatively New,3653.0,0,0,0,0,0,0,0
signature andour heights,flat,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,642.62093095,0,0,0,0,0,1,23
sbtl caladium,flat,sector 109,1.63,6404.0,3,3,2,8.0,Relatively New,2264.03140217,0,1,0,0,0,0,159
ansal housing highland park,flat,sector 103,1.1,6242.0,3,3,3+,7.0,New Property,1500.0,0,0,0,0,0,0,87
sonata group housing gh 24,flat,manesar,1.65,5892.0,4,3,3,8.0,New Property,2990.4102165100003,0,1,0,0,0,0,20
m3m woodshire,flat,sector 107,1.65,5960.0,4,5,3+,12.0,Relatively New,2463.80591649,0,1,0,0,0,0,21
eldeco accolade,flat,sector 33 road,1.2,8043.0,2,2,2,0.0,Under Construction,1492.0,0,0,0,0,0,0,56
emaar digihomes,flat,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1696.2874217500002,0,0,0,0,0,0,101
signature global park 4,flat,sector 36 road,0.72,6660.0,3,2,3,3.0,Under Construction,952.50723641,0,0,0,0,0,0,0
sare green parc,flat,sector 92,0.85,6741.0,3,2,2,14.0,Relatively New,1261.0,0,0,0,0,0,0,0
pareena coban residences,flat,sector 99a,1.56,7811.0,3,5,3,4.0,New Property,1773.10568985,0,1,0,0,1,0,49
hcbs sports ville,flat,sohna road road,0.29,5587.0,2,2,1,4.0,Relatively New,705.6624650800001,0,0,0,0,0,0,44
shivaji nagar residential,house,sector 11,3.08,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,0,0,0
ninex city,house,sector 76,1.75,6250.0,4,4,0,14.0,New Property,2990.4102165100003,0,0,0,0,0,0,0
hsiidc sidco aravali,flat,manesar,0.91,3516.0,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23
dlf the grove,flat,sector 54,5.7,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,0,0,0,46
independent,house,sector 69,0.8,10484.0,1,1,0,1.0,New Property,763.0,0,0,0,0,0,0,0
m3m soulitude,flat,sector 89,1.33,16985.0,3,3,3,4.0,Under Construction,1423.0,1,0,0,0,0,0,125
bestech park view ananda,flat,sector 81,1.15,6927.0,3,2,3+,12.0,Relatively New,1370.3958923700002,0,0,0,0,0,0,101
the close north,flat,sector 50,3.0,11516.0,3,3,3+,14.0,Old Property,2317.78239257,0,1,0,0,0,1,121
international city by sobha phase 2,house,sector 109,6.25,11574.0,4,4,3+,2.0,Relatively New,5400.0,0,1,0,0,0,0,138
independent,house,sector 25,9.0,33333.0,5,5,3,3.0,Old Property,2700.0,1,1,1,0,0,0,56
breez global hill view,flat,sohna road road,0.35,6315.0,2,2,2,14.0,New Property,740.8457494485631,0,0,0,0,0,0,53
ss the leaf,flat,sector 85,2.13,7574.0,4,4,3,6.0,Relatively New,2600.0,0,0,0,0,0,0,49
shree vardhman flora,flat,sector 90,0.8,5925.0,2,3,2,0.0,Relatively New,1350.0,0,0,0,0,0,0,60
m3m heights,flat,sector 65,2.15,15003.0,2,2,3+,28.0,Relatively New,1433.0,0,0,0,0,0,0,48
shree vardhman victoria,flat,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47
pyramid urban homes 2,flat,sector 86,0.5,9698.0,2,2,2,6.0,Old Property,702.2476736785543,0,0,0,0,0,0,15
mapsko royale ville,flat,sector 82,1.12,6256.0,3,3,2,12.0,Relatively New,1587.8873737400002,0,0,0,0,0,0,49
eldeco accolade,flat,sohna road road,0.85,6724.0,2,2,3,10.0,New Property,1016.7284507700001,0,0,0,0,0,0,72
independent,house,sector 5,3.75,11029.0,5,5,3+,3.0,Old Property,3400.0,0,0,0,0,0,0,0
ambience lagoon,flat,sector 24,5.8,12500.0,3,4,3+,9.0,Old Property,3700.0,1,1,0,0,1,2,68
the lions cghs,flat,sector 56,2.1,8750.0,3,4,3+,8.0,Old Property,2200.0,0,0,0,0,1,1,166
orris carnation residency,flat,sector 85,0.9,6428.0,3,3,2,12.0,Relatively New,1402.0,0,0,0,0,0,0,120
chd avenue,flat,sector 71,1.25,6597.0,3,4,2,14.0,Relatively New,1545.5598304900002,1,1,0,0,1,2,128
emaar digihomes,flat,sector 62,2.45,16000.0,2,2,2,7.0,New Property,1200.0,1,0,0,0,0,2,174
ats triumph,flat,sector 104,2.63,9563.0,4,4,3+,21.0,Relatively New,2873.17431019,0,1,0,0,0,1,161
pyramid urban,flat,sector 67a,0.53,8967.0,2,2,1,6.0,Relatively New,777.78076324,0,0,0,0,1,1,49
godrej,flat,sector 79,1.29,8206.0,2,2,3,4.0,New Property,1392.3695078500002,0,0,0,0,0,0,0
independent,house,sector 2,2.55,16378.0,3,3,2,2.0,Old Property,1557.0,0,0,0,0,0,0,8
puri emerald bay,flat,sector 104,1.8,8823.0,2,3,3,23.0,New Property,1507.03828737,0,1,0,0,0,0,36
dlf city plots phase 4,house,sector 28,9.54,29444.0,6,5,3+,3.0,New Property,3240.0,1,1,1,0,0,0,153
emaar palm gardens,flat,sector 83,1.75,9210.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,1,150
bestech park view ananda,flat,sector 81,0.88,8042.0,2,2,3,8.0,Relatively New,1242.02827455,1,0,0,0,0,1,95
corona optus,flat,sector 37c,1.44,7236.0,3,3,3+,2.0,Relatively New,1777.63666074,1,1,0,0,1,0,49
vatika the seven lamps,flat,sector 82,1.6,6597.0,4,5,3+,8.0,Relatively New,2156.52942137,0,1,0,0,0,0,133
emaar mgf the palm drive,flat,sector 66,3.2,17777.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,0,0,0,117
bptp terra,flat,sector 37d,1.5,8255.0,3,3,3,12.0,Relatively New,1677.4252394600003,0,0,0,0,1,0,49
emaar mgf emerald floors premier,flat,sector 65,2.85,14430.0,4,4,3,2.0,Relatively New,1975.0,1,1,0,0,0,0,21
independent,house,sector 105,0.65,9028.0,3,2,1,1.0,Relatively New,720.0,0,0,0,0,1,0,14
m3m merlin,flat,sector 67,2.8,13678.0,3,3,3,5.0,Moderately Old,2047.0,0,1,0,0,0,2,26
m3m golfestate,flat,sector 65,5.0,18518.0,3,3,3+,28.0,Relatively New,2800.0,0,1,0,0,0,1,165
tulip violet,flat,sector 69,1.75,9459.0,3,4,2,0.0,Relatively New,2038.84933801,0,0,0,0,0,1,174
the crew bos chs manesar,flat,manesar,0.85,3695.0,3,3,2,2.0,Moderately Old,2489.5887015100006,0,0,0,0,0,0,44
pioneer park,flat,sector 61,3.6,12627.0,4,4,3,3.0,Moderately Old,2538.16145321,0,1,0,0,0,1,121
emaar gurgaon greens,flat,sector 102,1.52,9212.0,3,3,3,7.0,Relatively New,1336.1578287487,0,1,0,0,0,1,137
ireo the corridors,flat,sector 67a,1.7,9843.0,3,3,2,10.0,New Property,1367.8534635350002,0,1,0,0,1,1,44
signature global city,flat,sector 37d,1.1,9838.0,2,2,2,4.0,Relatively New,1305.64664005,0,0,0,0,0,0,59
the lions cghs,flat,sector 56,2.05,7884.0,4,4,3+,7.0,Old Property,2600.0,0,0,1,0,0,1,120
landmark the residency,flat,sector 103,0.9,6666.0,2,2,2,1.0,Relatively New,1193.49084337,0,0,0,0,0,0,44
emaar mgf emerald floors premier,flat,sector 65,2.29,13878.0,3,4,3+,2.0,Relatively New,1838.52073201,1,1,0,0,0,2,174
sobha city,flat,sector 108,3.95,16858.0,3,5,2,15.0,New Property,2343.0,0,1,0,0,0,0,118
ireo the grand arch,flat,sector 58,3.8,17560.0,3,4,1,19.0,Moderately Old,2164.0,0,1,0,0,0,1,167
alpha corp gurgaonone,flat,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1815.6248394,0,1,0,0,0,0,28
independent,house,sector 3,0.9,10000.0,3,4,3,3.0,Moderately Old,3500.0,0,0,0,0,1,1,42
emaar mgf the palm drive,flat,sector 66,1.51,15130.0,2,2,2,5.0,Relatively New,1188.0,0,0,0,0,0,1,82
sbtl caladium,flat,sector 109,1.9,6219.0,4,4,3,8.0,Relatively New,2720.9148205700003,0,1,0,0,0,0,151
independent,house,sector 26,4.6,12198.0,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,0,28
godrej nature plus,flat,sector 33 road,1.15,11558.0,2,2,2,15.0,Under Construction,278.4016142032,0,0,0,0,0,0,38
independent,house,sector 3 phase 3 extension,0.85,8500.0,1,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
ramprastha primera,flat,sector 37d,1.1,6111.0,3,3,3,6.0,Relatively New,1700.0,0,0,0,0,0,0,149
independent,house,sector 17,0.29,3254.0,2,1,0,0.0,Old Property,891.0,0,0,0,0,0,0,0
orchid petals,flat,sector 49,4.52,10984.0,5,5,3+,14.0,Moderately Old,3670.51565097,1,1,0,0,0,0,49
m3m heights,flat,sector 65,2.25,13608.0,2,2,3,5.0,Under Construction,1621.1641945000001,0,0,0,0,0,0,48
emaar mgf emerald floors premier,flat,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1462.24579537,1,1,0,0,0,0,152
alpha corp gurgaonone,flat,sector 84,2.2,6406.0,4,4,3+,15.0,Relatively New,3060.4419099300003,0,1,0,0,0,0,97
ats marigold,flat,sector 89,1.5,8571.0,3,3,3,2.0,New Property,1938.68503501,0,0,0,0,1,0,49
assotech blith,flat,sector 99,0.92,6739.0,2,2,3+,22.0,Under Construction,1206.9285909700002,0,0,0,0,0,0,56
mapsko casa bella,flat,sector 82,3.0,6134.0,4,6,3+,25.0,Relatively New,4364.7992769699995,0,1,0,0,0,1,119
sector 38 rwa,house,sector 38,4.3,28782.0,9,9,3+,3.0,Relatively New,1494.0,0,0,0,0,1,1,41
shree vardhman victoria,flat,sector 70,1.5,7692.0,3,5,3,7.0,Relatively New,1539.8590188550002,0,1,0,0,0,1,174
m3m golfestate,flat,sector 65,5.2,17455.0,3,3,3,18.0,Relatively New,2652.8302327300003,1,1,0,0,0,1,76
smart world gems,flat,sector 89,1.01,9156.0,2,2,2,4.0,Under Construction,1290.6219946,1,0,0,0,0,0,38
independent,house,sector 50,7.0,32407.0,3,2,0,1.0,Moderately Old,2160.0,0,0,0,0,0,0,0
ambience caitriona,flat,sector 24,14.0,22222.0,4,5,3,3.0,Old Property,6300.0,0,0,0,0,0,0,0
indiabulls centrum park,flat,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,1562.84629799,1,0,0,0,0,0,93
